pair,mode,subject,acc,kappa,f1,sens,spec,pred1,p_chance,n,proximity,joints
WAA/SPS,raw,5,63.74999999999999,0.2749999999999999,0.6360784313725489,57.49999999999999,70.0,43.75,0.00915804875845816,80,distant,wrist-shoulder
WAA/SPS,raw,6,48.75,-0.025000000000000022,0.4809305269821174,37.5,60.0,38.75,0.6312228455078387,80,distant,wrist-shoulder
WAA/SPS,raw,7,63.74999999999999,0.2749999999999999,0.6305144131231089,50.0,77.5,36.25,0.00915804875845816,80,distant,wrist-shoulder
WAA/SPS,raw,8,58.75,0.17500000000000004,0.5869191049913942,55.00000000000001,62.5,46.25,0.07281772720149135,80,distant,wrist-shoulder
WAA/SPS,raw,9,58.75,0.17500000000000004,0.5874355368026254,57.49999999999999,60.0,48.75,0.07281772720149135,80,distant,wrist-shoulder
WAA/SPS,raw,10,68.75,0.375,0.6874511642444132,70.0,67.5,51.24999999999999,0.0005263674286766723,80,distant,wrist-shoulder
WAA/SPS,raw,11,50.0,0.0,0.4987468671679198,55.00000000000001,45.0,55.00000000000001,0.5444639393869536,80,distant,wrist-shoulder
WAA/SPS,raw,12,63.74999999999999,0.2749999999999999,0.634703196347032,72.5,55.00000000000001,58.75,0.00915804875845816,80,distant,wrist-shoulder
WAA/SPS,raw,13,63.74999999999999,0.2749999999999999,0.6360784313725489,70.0,57.49999999999999,56.25,0.00915804875845816,80,distant,wrist-shoulder
WAA/SPS,raw,14,66.25,0.32499999999999996,0.6620247222656861,62.5,70.0,46.25,0.0024340770747797117,80,distant,wrist-shoulder
WAA/SPS,raw,15,48.75,-0.025000000000000022,0.4874199093608376,50.0,47.5,51.24999999999999,0.6312228455078387,80,distant,wrist-shoulder
WAA/SPS,raw,16,62.5,0.25,0.6240601503759399,67.5,57.49999999999999,55.00000000000001,0.016496309213238095,80,distant,wrist-shoulder
WAA/SPS,raw,17,61.25000000000001,0.2250000000000001,0.6124394436630723,60.0,62.5,48.75,0.028332213172560572,80,distant,wrist-shoulder
WAA/SPS,raw,18,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,distant,wrist-shoulder
WFE/EFE,raw,1,52.22222222222223,0.04444444444444451,0.5207430340557275,46.666666666666664,57.77777777777777,44.44444444444444,0.37601660079929755,90,adjacent,wrist-elbow
WFE/EFE,raw,2,55.00000000000001,0.10000000000000009,0.5488721804511278,60.0,50.0,55.00000000000001,0.21702112767273937,80,adjacent,wrist-elbow
WFE/EFE,raw,3,61.25000000000001,0.2250000000000001,0.6124394436630723,62.5,60.0,51.24999999999999,0.028332213172560572,80,adjacent,wrist-elbow
WFE/EFE,raw,4,58.75,0.17500000000000004,0.5858823529411765,52.5,65.0,43.75,0.07281772720149135,80,adjacent,wrist-elbow
WFE/EFE,raw,5,50.0,0.0,0.5,50.0,50.0,50.0,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EFE,raw,6,58.75,0.17500000000000004,0.5858823529411765,52.5,65.0,43.75,0.07281772720149135,80,adjacent,wrist-elbow
WFE/EFE,raw,7,66.25,0.32499999999999996,0.6624472573839661,67.5,65.0,51.24999999999999,0.0024340770747797117,80,adjacent,wrist-elbow
WFE/EFE,raw,8,52.5,0.050000000000000044,0.5238095238095238,57.49999999999999,47.5,55.00000000000001,0.3687771544921613,80,adjacent,wrist-elbow
WFE/EFE,raw,9,57.49999999999999,0.1499999999999999,0.5747342088805503,60.0,55.00000000000001,52.5,0.10925901973935187,80,adjacent,wrist-elbow
WFE/EFE,raw,10,68.75,0.375,0.6874511642444132,67.5,70.0,48.75,0.0005263674286766723,80,adjacent,wrist-elbow
WFE/EFE,raw,11,53.75,0.07499999999999996,0.5374277230817315,55.00000000000001,52.5,51.24999999999999,0.28821531309419657,80,adjacent,wrist-elbow
WFE/EFE,raw,12,52.5,0.050000000000000044,0.5247029393370857,55.00000000000001,50.0,52.5,0.3687771544921613,80,adjacent,wrist-elbow
WFE/EFE,raw,13,45.0,-0.09999999999999998,0.4373401534526854,60.0,30.0,65.0,0.8428467100680315,80,adjacent,wrist-elbow
WFE/EFE,raw,14,58.75,0.17500000000000004,0.5843174303259329,67.5,50.0,58.75,0.07281772720149135,80,adjacent,wrist-elbow
WFE/EFE,raw,15,47.5,-0.050000000000000044,0.4696969696969697,57.49999999999999,37.5,60.0,0.7117846869058034,80,adjacent,wrist-elbow
WFE/EFE,raw,16,66.25,0.32499999999999996,0.6581737616711505,55.00000000000001,77.5,38.75,0.0024340770747797117,80,adjacent,wrist-elbow
WFE/EFE,raw,17,42.5,-0.15000000000000002,0.42464040025015637,45.0,40.0,52.5,0.9271822727985086,80,adjacent,wrist-elbow
WFE/EFE,raw,18,51.24999999999999,0.02499999999999991,0.5124238162212846,52.5,50.0,51.24999999999999,0.4555360606130464,80,adjacent,wrist-elbow
WFE/EPS,raw,1,50.0,0.0,0.4994438264738599,53.333333333333336,46.666666666666664,53.333333333333336,0.5419355614943548,90,adjacent,wrist-elbow
WFE/EPS,raw,2,53.75,0.07499999999999996,0.5374277230817315,52.5,55.00000000000001,48.75,0.28821531309419657,80,adjacent,wrist-elbow
WFE/EPS,raw,3,62.5,0.25,0.6240601503759399,57.49999999999999,67.5,45.0,0.016496309213238095,80,adjacent,wrist-elbow
WFE/EPS,raw,4,62.5,0.25,0.6228786926461345,55.00000000000001,70.0,42.5,0.016496309213238095,80,adjacent,wrist-elbow
WFE/EPS,raw,5,42.5,-0.15000000000000002,0.425,42.5,42.5,50.0,0.9271822727985086,80,adjacent,wrist-elbow
WFE/EPS,raw,6,55.00000000000001,0.10000000000000009,0.5474544311753614,47.5,62.5,42.5,0.21702112767273937,80,adjacent,wrist-elbow
WFE/EPS,raw,7,60.0,0.19999999999999996,0.5989974937343359,65.0,55.00000000000001,55.00000000000001,0.04645594111027311,80,adjacent,wrist-elbow
WFE/EPS,raw,8,45.0,-0.09999999999999998,0.44688874921433064,52.5,37.5,57.49999999999999,0.8428467100680315,80,adjacent,wrist-elbow
WFE/EPS,raw,9,53.75,0.07499999999999996,0.5374277230817315,52.5,55.00000000000001,48.75,0.28821531309419657,80,adjacent,wrist-elbow
WFE/EPS,raw,10,60.0,0.19999999999999996,0.5997498436522827,62.5,57.49999999999999,52.5,0.04645594111027311,80,adjacent,wrist-elbow
WFE/EPS,raw,11,43.75,-0.125,0.43529411764705883,50.0,37.5,56.25,0.8907409802606481,80,adjacent,wrist-elbow
WFE/EPS,raw,12,63.74999999999999,0.2749999999999999,0.6374433505235193,65.0,62.5,51.24999999999999,0.00915804875845816,80,adjacent,wrist-elbow
WFE/EPS,raw,13,50.0,0.0,0.4920634920634921,62.5,37.5,62.5,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EPS,raw,14,51.24999999999999,0.02499999999999991,0.5087387812942843,42.5,60.0,41.25,0.4555360606130464,80,adjacent,wrist-elbow
WFE/EPS,raw,15,50.0,0.0,0.48849104859335035,65.0,35.0,65.0,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EPS,raw,16,61.25000000000001,0.2250000000000001,0.5983805668016194,42.5,80.0,31.25,0.028332213172560572,80,adjacent,wrist-elbow
WFE/EPS,raw,17,45.0,-0.09999999999999998,0.44965603502188867,47.5,42.5,52.5,0.8428467100680315,80,adjacent,wrist-elbow
WFE/EPS,raw,18,58.75,0.17500000000000004,0.5858823529411765,52.5,65.0,43.75,0.07281772720149135,80,adjacent,wrist-elbow
WFE/SAA,raw,1,64.44444444444444,0.288888888888889,0.6437407224146462,60.0,68.88888888888889,45.55555555555556,0.004022964066612547,90,distant,wrist-shoulder
WFE/SAA,raw,2,50.0,0.0,0.5,50.0,50.0,50.0,0.5444639393869536,80,distant,wrist-shoulder
WFE/SAA,raw,3,77.5,0.55,0.7744360902255639,72.5,82.5,45.0,4.0713333124976437e-07,80,distant,wrist-shoulder
WFE/SAA,raw,4,82.5,0.6499999999999999,0.8248905565978737,80.0,85.0,47.5,1.5682713450733752e-09,80,distant,wrist-shoulder
WFE/SAA,raw,5,46.25,-0.07499999999999996,0.4617430762009075,42.5,50.0,46.25,0.7829788723272606,80,distant,wrist-shoulder
WFE/SAA,raw,6,66.25,0.32499999999999996,0.6624472573839661,65.0,67.5,48.75,0.0024340770747797117,80,distant,wrist-shoulder
WFE/SAA,raw,7,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,distant,wrist-shoulder
WFE/SAA,raw,8,52.5,0.050000000000000044,0.5238095238095238,57.49999999999999,47.5,55.00000000000001,0.3687771544921613,80,distant,wrist-shoulder
WFE/SAA,raw,9,55.00000000000001,0.10000000000000009,0.5488721804511278,50.0,60.0,45.0,0.21702112767273937,80,distant,wrist-shoulder
WFE/SAA,raw,10,58.75,0.17500000000000004,0.5858823529411765,65.0,52.5,56.25,0.07281772720149135,80,distant,wrist-shoulder
WFE/SAA,raw,11,61.25000000000001,0.2250000000000001,0.6119543107494915,65.0,57.49999999999999,53.75,0.028332213172560572,80,distant,wrist-shoulder
WFE/SAA,raw,12,70.0,0.3999999999999999,0.6992481203007519,65.0,75.0,45.0,0.0002257586359574054,80,distant,wrist-shoulder
WFE/SAA,raw,13,50.0,0.0,0.4996873045653534,47.5,52.5,47.5,0.5444639393869536,80,distant,wrist-shoulder
WFE/SAA,raw,14,53.75,0.07499999999999996,0.5339316643048339,45.0,62.5,41.25,0.28821531309419657,80,distant,wrist-shoulder
WFE/SAA,raw,15,48.75,-0.025000000000000022,0.48549019607843136,42.5,55.00000000000001,43.75,0.6312228455078387,80,distant,wrist-shoulder
WFE/SAA,raw,16,60.0,0.19999999999999996,0.5997498436522827,62.5,57.49999999999999,52.5,0.04645594111027311,80,distant,wrist-shoulder
WFE/SAA,raw,17,52.5,0.050000000000000044,0.5223130106851037,45.0,60.0,42.5,0.3687771544921613,80,distant,wrist-shoulder
WFE/SAA,raw,18,80.0,0.6000000000000001,0.7994987468671679,85.0,75.0,55.00000000000001,2.9356652072980998e-08,80,distant,wrist-shoulder
WFE/SFE,raw,1,58.88888888888889,0.1777777777777778,0.5884315906562847,55.55555555555556,62.22222222222222,46.666666666666664,0.05667217702171029,90,distant,wrist-shoulder
WFE/SFE,raw,2,58.75,0.17500000000000004,0.5869191049913942,62.5,55.00000000000001,53.75,0.07281772720149135,80,distant,wrist-shoulder
WFE/SFE,raw,3,76.25,0.5249999999999999,0.7621655452980755,72.5,80.0,46.25,1.3659349614411326e-06,80,distant,wrist-shoulder
WFE/SFE,raw,4,75.0,0.5,0.7498436522826767,72.5,77.5,47.5,4.290279933524806e-06,80,distant,wrist-shoulder
WFE/SFE,raw,5,59.25925925925925,0.1853093569033831,0.5925925925925926,58.536585365853654,60.0,49.382716049382715,0.0596368341558822,81,distant,wrist-shoulder
WFE/SFE,raw,6,63.74999999999999,0.2749999999999999,0.6328532995727172,52.5,75.0,38.75,0.00915804875845816,80,distant,wrist-shoulder
WFE/SFE,raw,7,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,distant,wrist-shoulder
WFE/SFE,raw,8,65.0,0.30000000000000004,0.6497811131957474,62.5,67.5,47.5,0.004841424961528786,80,distant,wrist-shoulder
WFE/SFE,raw,9,63.74999999999999,0.2749999999999999,0.6369895165075887,67.5,60.0,53.75,0.00915804875845816,80,distant,wrist-shoulder
WFE/SFE,raw,10,56.25,0.125,0.5624316299421784,57.49999999999999,55.00000000000001,51.24999999999999,0.15715328993196853,80,distant,wrist-shoulder
WFE/SFE,raw,11,53.75,0.07499999999999996,0.5374277230817315,55.00000000000001,52.5,51.24999999999999,0.28821531309419657,80,distant,wrist-shoulder
WFE/SFE,raw,12,62.5,0.25,0.625,62.5,62.5,50.0,0.016496309213238095,80,distant,wrist-shoulder
WFE/SFE,raw,13,61.25000000000001,0.2250000000000001,0.6124394436630723,62.5,60.0,51.24999999999999,0.028332213172560572,80,distant,wrist-shoulder
WFE/SFE,raw,14,53.75,0.07499999999999996,0.5339316643048339,62.5,45.0,58.75,0.28821531309419657,80,distant,wrist-shoulder
WFE/SFE,raw,15,46.25,-0.07499999999999996,0.46241600250039067,45.0,47.5,48.75,0.7829788723272606,80,distant,wrist-shoulder
WFE/SFE,raw,16,56.25,0.125,0.5591245473153834,47.5,65.0,41.25,0.15715328993196853,80,distant,wrist-shoulder
WFE/SFE,raw,17,47.5,-0.050000000000000044,0.475,47.5,47.5,50.0,0.7117846869058034,80,distant,wrist-shoulder
WFE/SFE,raw,18,78.75,0.575,0.7866666666666666,72.5,85.0,43.75,1.1330702522337731e-07,80,distant,wrist-shoulder
WFE/SPS,raw,1,63.33333333333333,0.2666666666666666,0.6329254727474972,66.66666666666666,60.0,53.333333333333336,0.007433376472813117,90,distant,wrist-shoulder
WFE/SPS,raw,2,46.25,-0.07499999999999996,0.46039215686274515,40.0,52.5,43.75,0.7829788723272606,80,distant,wrist-shoulder
WFE/SPS,raw,3,73.75,0.4750000000000001,0.7371303395399781,70.0,77.5,46.25,1.2645551282335301e-05,80,distant,wrist-shoulder
WFE/SPS,raw,4,78.75,0.575,0.7866666666666666,85.0,72.5,56.25,1.1330702522337731e-07,80,distant,wrist-shoulder
WFE/SPS,raw,5,53.75,0.07499999999999996,0.5368486934751995,50.0,57.49999999999999,46.25,0.28821531309419657,80,distant,wrist-shoulder
WFE/SPS,raw,6,55.00000000000001,0.10000000000000009,0.5488721804511278,50.0,60.0,45.0,0.21702112767273937,80,distant,wrist-shoulder
WFE/SPS,raw,7,71.25,0.42500000000000004,0.7124550711048601,70.0,72.5,48.75,9.155828206487555e-05,80,distant,wrist-shoulder
WFE/SPS,raw,8,60.0,0.19999999999999996,0.6,60.0,60.0,50.0,0.04645594111027311,80,distant,wrist-shoulder
WFE/SPS,raw,9,52.5,0.050000000000000044,0.5238095238095238,57.49999999999999,47.5,55.00000000000001,0.3687771544921613,80,distant,wrist-shoulder
WFE/SPS,raw,10,70.0,0.3999999999999999,0.6992481203007519,75.0,65.0,55.00000000000001,0.0002257586359574054,80,distant,wrist-shoulder
WFE/SPS,raw,11,56.25,0.125,0.5618838992332968,52.5,60.0,46.25,0.15715328993196853,80,distant,wrist-shoulder
WFE/SPS,raw,12,70.0,0.3999999999999999,0.7,70.0,70.0,50.0,0.0002257586359574054,80,distant,wrist-shoulder
WFE/SPS,raw,13,56.25,0.125,0.5624316299421784,57.49999999999999,55.00000000000001,51.24999999999999,0.15715328993196853,80,distant,wrist-shoulder
WFE/SPS,raw,14,61.25000000000001,0.2250000000000001,0.6119543107494915,57.49999999999999,65.0,46.25,0.028332213172560572,80,distant,wrist-shoulder
WFE/SPS,raw,15,46.25,-0.07499999999999996,0.46039215686274515,52.5,40.0,56.25,0.7829788723272606,80,distant,wrist-shoulder
WFE/SPS,raw,16,66.25,0.32499999999999996,0.6598960793575814,57.49999999999999,75.0,41.25,0.0024340770747797117,80,distant,wrist-shoulder
WFE/SPS,raw,17,58.75,0.17500000000000004,0.5858823529411765,65.0,52.5,56.25,0.07281772720149135,80,distant,wrist-shoulder
WFE/SPS,raw,18,67.5,0.3500000000000001,0.6747967479674797,65.0,70.0,47.5,0.001162270644044352,80,distant,wrist-shoulder
WFE/WAA,raw,1,61.111111111111114,0.22222222222222232,0.6110630942091617,60.0,62.22222222222222,48.888888888888886,0.02229876231395796,90,same,wrist-wrist
WFE/WAA,raw,2,61.25000000000001,0.2250000000000001,0.6124394436630723,62.5,60.0,51.24999999999999,0.028332213172560572,80,same,wrist-wrist
WFE/WAA,raw,3,66.25,0.32499999999999996,0.6624472573839661,65.0,67.5,48.75,0.0024340770747797117,80,same,wrist-wrist
WFE/WAA,raw,4,62.5,0.25,0.6247654784240151,60.0,65.0,47.5,0.016496309213238095,80,same,wrist-wrist
WFE/WAA,raw,5,67.5,0.3500000000000001,0.6741854636591479,62.5,72.5,45.0,0.001162270644044352,80,same,wrist-wrist
WFE/WAA,raw,6,61.25000000000001,0.2250000000000001,0.6119543107494915,65.0,57.49999999999999,53.75,0.028332213172560572,80,same,wrist-wrist
WFE/WAA,raw,7,65.0,0.30000000000000004,0.6491228070175439,70.0,60.0,55.00000000000001,0.004841424961528786,80,same,wrist-wrist
WFE/WAA,raw,8,61.25000000000001,0.2250000000000001,0.6109803921568627,67.5,55.00000000000001,56.25,0.028332213172560572,80,same,wrist-wrist
WFE/WAA,raw,9,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,same,wrist-wrist
WFE/WAA,raw,10,48.75,-0.025000000000000022,0.48677828195900485,52.5,45.0,53.75,0.6312228455078387,80,same,wrist-wrist
WFE/WAA,raw,11,67.5,0.3500000000000001,0.675,67.5,67.5,50.0,0.001162270644044352,80,same,wrist-wrist
WFE/WAA,raw,12,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,same,wrist-wrist
WFE/WAA,raw,13,50.0,0.0,0.4842037395228885,67.5,32.5,67.5,0.5444639393869536,80,same,wrist-wrist
WFE/WAA,raw,14,61.25000000000001,0.2250000000000001,0.6124394436630723,60.0,62.5,48.75,0.028332213172560572,80,same,wrist-wrist
WFE/WAA,raw,15,51.24999999999999,0.02499999999999991,0.5124238162212846,50.0,52.5,48.75,0.4555360606130464,80,same,wrist-wrist
WFE/WAA,raw,16,58.75,0.17500000000000004,0.57955088389871,45.0,72.5,36.25,0.07281772720149135,80,same,wrist-wrist
WFE/WAA,raw,17,57.49999999999999,0.1499999999999999,0.5725958516656191,65.0,50.0,57.49999999999999,0.10925901973935187,80,same,wrist-wrist
WFE/WAA,raw,18,67.5,0.3500000000000001,0.6747967479674797,70.0,65.0,52.5,0.001162270644044352,80,same,wrist-wrist
EFE/SAA,fbc,1,43.333333333333336,-0.1333333333333333,0.42473994234866524,55.55555555555556,31.11111111111111,62.22222222222222,0.9148788024769632,90,adjacent,elbow-shoulder
EFE/SAA,fbc,2,60.0,0.19999999999999996,0.6,60.0,60.0,50.0,0.04645594111027311,80,adjacent,elbow-shoulder
EFE/SAA,fbc,3,70.0,0.3999999999999999,0.6992481203007519,65.0,75.0,45.0,0.0002257586359574054,80,adjacent,elbow-shoulder
EFE/SAA,fbc,4,63.74999999999999,0.2749999999999999,0.6374433505235193,65.0,62.5,51.24999999999999,0.00915804875845816,80,adjacent,elbow-shoulder
EFE/SAA,fbc,5,36.25,-0.275,0.35021500238891545,22.5,50.0,36.25,0.9951585750384712,80,adjacent,elbow-shoulder
EFE/SAA,fbc,6,56.25,0.125,0.5624316299421784,55.00000000000001,57.49999999999999,48.75,0.15715328993196853,80,adjacent,elbow-shoulder
EFE/SAA,fbc,7,60.0,0.19999999999999996,0.5977372721558768,67.5,52.5,57.49999999999999,0.04645594111027311,80,adjacent,elbow-shoulder
EFE/SAA,fbc,8,48.75,-0.025000000000000022,0.47762382544991244,62.5,35.0,63.74999999999999,0.6312228455078387,80,adjacent,elbow-shoulder
EFE/SAA,fbc,9,68.75,0.375,0.6790242336703579,52.5,85.0,33.75,0.0005263674286766723,80,adjacent,elbow-shoulder
EFE/SAA,fbc,10,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SAA,fbc,11,60.0,0.19999999999999996,0.5977372721558768,67.5,52.5,57.49999999999999,0.04645594111027311,80,adjacent,elbow-shoulder
EFE/SAA,fbc,12,46.25,-0.07499999999999996,0.4617430762009075,42.5,50.0,46.25,0.7829788723272606,80,adjacent,elbow-shoulder
EFE/SAA,fbc,13,43.75,-0.125,0.43529411764705883,50.0,37.5,56.25,0.8907409802606481,80,adjacent,elbow-shoulder
EFE/SAA,fbc,14,61.25000000000001,0.2250000000000001,0.6095103133364824,52.5,70.0,41.25,0.028332213172560572,80,adjacent,elbow-shoulder
EFE/SAA,fbc,15,46.25,-0.07499999999999996,0.4617430762009075,42.5,50.0,46.25,0.7829788723272606,80,adjacent,elbow-shoulder
EFE/SAA,fbc,16,47.5,-0.050000000000000044,0.47203016970458833,55.00000000000001,40.0,57.49999999999999,0.7117846869058034,80,adjacent,elbow-shoulder
EFE/SAA,fbc,17,52.5,0.050000000000000044,0.5238095238095238,57.49999999999999,47.5,55.00000000000001,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SAA,fbc,18,72.5,0.44999999999999996,0.7248280175109443,70.0,75.0,47.5,3.505286989959981e-05,80,adjacent,elbow-shoulder
EFE/SFE,fbc,1,45.55555555555556,-0.0888888888888889,0.4554883318928263,46.666666666666664,44.44444444444444,51.11111111111111,0.828583440289606,90,adjacent,elbow-shoulder
EFE/SFE,fbc,2,53.75,0.07499999999999996,0.5374277230817315,52.5,55.00000000000001,48.75,0.28821531309419657,80,adjacent,elbow-shoulder
EFE/SFE,fbc,3,75.0,0.5,0.7498436522826767,72.5,77.5,47.5,4.290279933524806e-06,80,adjacent,elbow-shoulder
EFE/SFE,fbc,4,63.74999999999999,0.2749999999999999,0.6374433505235193,62.5,65.0,48.75,0.00915804875845816,80,adjacent,elbow-shoulder
EFE/SFE,fbc,5,65.4320987654321,0.3093788063337394,0.6538461538461539,60.97560975609756,70.0,45.67901234567901,0.003637751018154246,81,adjacent,elbow-shoulder
EFE/SFE,fbc,6,50.0,0.0,0.4949494949494949,40.0,60.0,40.0,0.5444639393869536,80,adjacent,elbow-shoulder
EFE/SFE,fbc,7,51.24999999999999,0.02499999999999991,0.5087387812942843,42.5,60.0,41.25,0.4555360606130464,80,adjacent,elbow-shoulder
EFE/SFE,fbc,8,52.5,0.050000000000000044,0.5174603174603174,65.0,40.0,62.5,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SFE,fbc,9,62.5,0.25,0.609375,42.5,82.5,30.0,0.016496309213238095,80,adjacent,elbow-shoulder
EFE/SFE,fbc,10,57.49999999999999,0.1499999999999999,0.5739348370927319,52.5,62.5,45.0,0.10925901973935187,80,adjacent,elbow-shoulder
EFE/SFE,fbc,11,53.75,0.07499999999999996,0.5374277230817315,52.5,55.00000000000001,48.75,0.28821531309419657,80,adjacent,elbow-shoulder
EFE/SFE,fbc,12,43.75,-0.125,0.43529411764705883,37.5,50.0,43.75,0.8907409802606481,80,adjacent,elbow-shoulder
EFE/SFE,fbc,13,58.75,0.17500000000000004,0.5869191049913942,55.00000000000001,62.5,46.25,0.07281772720149135,80,adjacent,elbow-shoulder
EFE/SFE,fbc,14,53.75,0.07499999999999996,0.5374277230817315,55.00000000000001,52.5,51.24999999999999,0.28821531309419657,80,adjacent,elbow-shoulder
EFE/SFE,fbc,15,43.75,-0.125,0.43741209563994377,45.0,42.5,51.24999999999999,0.8907409802606481,80,adjacent,elbow-shoulder
EFE/SFE,fbc,16,55.00000000000001,0.10000000000000009,0.5488721804511278,50.0,60.0,45.0,0.21702112767273937,80,adjacent,elbow-shoulder
EFE/SFE,fbc,17,42.5,-0.15000000000000002,0.41587301587301584,55.00000000000001,30.0,62.5,0.9271822727985086,80,adjacent,elbow-shoulder
EFE/SFE,fbc,18,68.75,0.375,0.6874511642444132,70.0,67.5,51.24999999999999,0.0005263674286766723,80,adjacent,elbow-shoulder
EFE/SPS,fbc,1,42.22222222222222,-0.15555555555555556,0.4117647058823529,55.55555555555556,28.888888888888886,63.33333333333333,0.9433278229782898,90,adjacent,elbow-shoulder
EFE/SPS,fbc,2,48.75,-0.025000000000000022,0.4874199093608376,47.5,50.0,48.75,0.6312228455078387,80,adjacent,elbow-shoulder
EFE/SPS,fbc,3,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,adjacent,elbow-shoulder
EFE/SPS,fbc,4,61.25000000000001,0.2250000000000001,0.6124394436630723,62.5,60.0,51.24999999999999,0.028332213172560572,80,adjacent,elbow-shoulder
EFE/SPS,fbc,5,42.5,-0.15000000000000002,0.4191919191919192,52.5,32.5,60.0,0.9271822727985086,80,adjacent,elbow-shoulder
EFE/SPS,fbc,6,56.25,0.125,0.5607843137254902,50.0,62.5,43.75,0.15715328993196853,80,adjacent,elbow-shoulder
EFE/SPS,fbc,7,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SPS,fbc,8,56.25,0.125,0.5607843137254902,62.5,50.0,56.25,0.15715328993196853,80,adjacent,elbow-shoulder
EFE/SPS,fbc,9,71.25,0.42500000000000004,0.7120951337818808,67.5,75.0,46.25,9.155828206487555e-05,80,adjacent,elbow-shoulder
EFE/SPS,fbc,10,65.0,0.30000000000000004,0.6497811131957474,67.5,62.5,52.5,0.004841424961528786,80,adjacent,elbow-shoulder
EFE/SPS,fbc,11,61.25000000000001,0.2250000000000001,0.6119543107494915,65.0,57.49999999999999,53.75,0.028332213172560572,80,adjacent,elbow-shoulder
EFE/SPS,fbc,12,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SPS,fbc,13,65.0,0.30000000000000004,0.6497811131957474,67.5,62.5,52.5,0.004841424961528786,80,adjacent,elbow-shoulder
EFE/SPS,fbc,14,53.75,0.07499999999999996,0.5339316643048339,45.0,62.5,41.25,0.28821531309419657,80,adjacent,elbow-shoulder
EFE/SPS,fbc,15,57.49999999999999,0.1499999999999999,0.575,57.49999999999999,57.49999999999999,50.0,0.10925901973935187,80,adjacent,elbow-shoulder
EFE/SPS,fbc,16,50.0,0.0,0.4996873045653534,52.5,47.5,52.5,0.5444639393869536,80,adjacent,elbow-shoulder
EFE/SPS,fbc,17,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,adjacent,elbow-shoulder
EFE/SPS,fbc,18,66.25,0.32499999999999996,0.6624472573839661,67.5,65.0,51.24999999999999,0.0024340770747797117,80,adjacent,elbow-shoulder
EPS/EFE,fbc,1,65.55555555555556,0.3111111111111111,0.6551724137931034,62.22222222222222,68.88888888888889,46.666666666666664,0.0020825570079122217,90,same,elbow-elbow
EPS/EFE,fbc,2,53.75,0.07499999999999996,0.5339316643048339,62.5,45.0,58.75,0.28821531309419657,80,same,elbow-elbow
EPS/EFE,fbc,3,52.5,0.050000000000000044,0.5223130106851037,60.0,45.0,57.49999999999999,0.3687771544921613,80,same,elbow-elbow
EPS/EFE,fbc,4,61.25000000000001,0.2250000000000001,0.6119543107494915,65.0,57.49999999999999,53.75,0.028332213172560572,80,same,elbow-elbow
EPS/EFE,fbc,5,42.5,-0.15000000000000002,0.425,42.5,42.5,50.0,0.9271822727985086,80,same,elbow-elbow
EPS/EFE,fbc,6,52.5,0.050000000000000044,0.5247029393370857,50.0,55.00000000000001,47.5,0.3687771544921613,80,same,elbow-elbow
EPS/EFE,fbc,7,58.75,0.17500000000000004,0.5858823529411765,52.5,65.0,43.75,0.07281772720149135,80,same,elbow-elbow
EPS/EFE,fbc,8,51.24999999999999,0.02499999999999991,0.49473684210526314,70.0,32.5,68.75,0.4555360606130464,80,same,elbow-elbow
EPS/EFE,fbc,9,63.74999999999999,0.2749999999999999,0.6305144131231089,50.0,77.5,36.25,0.00915804875845816,80,same,elbow-elbow
EPS/EFE,fbc,10,55.00000000000001,0.10000000000000009,0.5474544311753614,47.5,62.5,42.5,0.21702112767273937,80,same,elbow-elbow
EPS/EFE,fbc,11,48.75,-0.025000000000000022,0.4809305269821174,37.5,60.0,38.75,0.6312228455078387,80,same,elbow-elbow
EPS/EFE,fbc,12,46.25,-0.07499999999999996,0.4617430762009075,42.5,50.0,46.25,0.7829788723272606,80,same,elbow-elbow
EPS/EFE,fbc,13,65.0,0.30000000000000004,0.6480201131363922,57.49999999999999,72.5,42.5,0.004841424961528786,80,same,elbow-elbow
EPS/EFE,fbc,14,51.24999999999999,0.02499999999999991,0.5124238162212846,50.0,52.5,48.75,0.4555360606130464,80,same,elbow-elbow
