scope,pair,contrast,window,n_subjects,mean_x,mean_y,diff,sd_diff,t,p_ttest,p_wilcoxon,cohen_dz,n_x_better,n_y_better,n_ties,p_holm
pair,HOC_WAA,A - FINE,avg,18,62.974537,63.701775,-0.727238,3.846688,-0.802095,0.433568,0.393472,-0.189056,6,10,2,1.0
pair,HOC_WAA,B - FINE,800,18,59.74537,60.625,-0.87963,5.657159,-0.659687,0.518293,0.448359,-0.15549,8,9,1,1.0
pair,HOC_WAA,B - FINE,1500,18,64.498457,62.708333,1.790123,5.509385,1.37853,0.185912,0.107402,0.324923,12,4,2,1.0
pair,HOC_WAA,B - FINE,3000,18,64.74537,66.111111,-1.365741,7.744919,-0.748148,0.464596,0.380361,-0.17634,7,10,1,1.0
pair,HOC_WAA,B - FINE,4000,18,65.308642,65.362654,-0.054012,7.081994,-0.032357,0.974564,0.981109,-0.007627,10,7,1,1.0
pair,HOC_WAA,B - FINE,avg,18,63.57446,63.701775,-0.127315,4.06188,-0.132981,0.89577,0.962207,-0.031344,10,7,1,1.0
pair,HOC_WAA,A - B,800,18,61.149691,59.74537,1.404321,6.183449,0.963545,0.348781,0.442299,0.22711,10,8,0,1.0
pair,HOC_WAA,A - B,1500,18,60.740741,64.498457,-3.757716,6.867461,-2.321475,0.032942,0.034233,-0.547177,4,14,0,1.0
pair,HOC_WAA,A - B,3000,18,65.069444,64.74537,0.324074,8.25769,0.166503,0.869725,0.53472,0.039245,11,5,2,1.0
pair,HOC_WAA,A - B,4000,18,64.938272,65.308642,-0.37037,7.630789,-0.205922,0.839298,0.670525,-0.048536,6,12,0,1.0
pair,HOC_WAA,A - B,avg,18,62.974537,63.57446,-0.599923,4.455358,-0.57128,0.575285,0.733727,-0.134652,7,11,0,1.0
pair,HOC_EPS,A - FINE,800,18,58.395062,61.658951,-3.263889,10.237429,-1.352635,0.193891,0.181465,-0.318819,8,10,0,1.0
pair,HOC_EPS,A - FINE,1500,18,61.350309,62.962963,-1.612654,4.001389,-1.709884,0.105475,0.101761,-0.403024,6,11,1,1.0
pair,HOC_EPS,A - FINE,3000,18,62.484568,61.890432,0.594136,8.388408,0.300499,0.767441,0.701881,0.070828,10,8,0,1.0
pair,HOC_EPS,A - FINE,4000,18,61.396605,59.807099,1.589506,6.830972,0.987225,0.337376,0.437583,0.232691,9,7,2,1.0
pair,HOC_EPS,A - FINE,avg,18,60.906636,61.579861,-0.673225,3.534774,-0.808044,0.430228,0.392738,-0.190458,9,9,0,1.0
pair,HOC_EPS,B - FINE,800,18,62.106481,61.658951,0.447531,6.518742,0.29127,0.774369,0.669859,0.068653,10,7,1,1.0
pair,HOC_EPS,B - FINE,1500,18,61.373457,62.962963,-1.589506,7.667759,-0.879488,0.3914,0.333887,-0.207297,5,10,3,1.0
pair,HOC_EPS,B - FINE,3000,18,63.20216,61.890432,1.311728,6.634971,0.838767,0.413239,0.492095,0.197699,9,8,1,1.0
pair,HOC_EPS,B - FINE,4000,18,62.924383,59.807099,3.117284,7.179711,1.842068,0.082979,0.03084,0.43418,12,3,3,1.0
pair,HOC_EPS,B - FINE,avg,18,62.40162,61.579861,0.821759,3.123752,1.116103,0.279906,0.55021,0.263068,7,8,3,1.0
pair,HOC_EPS,A - B,800,18,58.395062,62.106481,-3.71142,8.938003,-1.761716,0.096089,0.071724,-0.41524,6,11,1,1.0
pair,HOC_EPS,A - B,1500,18,61.350309,61.373457,-0.023148,8.269945,-0.011875,0.990663,0.909506,-0.002799,8,7,3,1.0
pair,HOC_EPS,A - B,3000,18,62.484568,63.20216,-0.717593,6.258663,-0.486444,0.632864,0.64127,-0.114656,6,10,2,1.0
pair,HOC_EPS,A - B,4000,18,61.396605,62.924383,-1.527778,8.095882,-0.800631,0.434393,0.495347,-0.18871,6,9,3,1.0
pair,HOC_EPS,A - B,avg,18,60.906636,62.40162,-1.494985,4.17864,-1.517882,0.147421,0.129496,-0.357768,7,10,1,1.0
pair,HOC_EFE,A - FINE,800,18,59.313272,64.344136,-5.030864,8.214644,-2.598305,0.018746,0.027677,-0.612426,4,13,1,1.0
pair,HOC_EFE,A - FINE,1500,18,64.421296,65.933642,-1.512346,7.872885,-0.814992,0.426348,0.495079,-0.192095,6,12,0,1.0
pair,HOC_EFE,A - FINE,3000,18,65.285494,65.617284,-0.33179,6.423277,-0.219151,0.829142,0.794389,-0.051654,8,9,1,1.0
pair,HOC_EFE,A - FINE,4000,18,65.748457,66.234568,-0.486111,7.599087,-0.2714,0.789351,0.938031,-0.06397,9,7,2,1.0
pair,HOC_EFE,A - FINE,avg,18,63.69213,65.532407,-1.840278,3.273825,-2.384867,0.029,0.030365,-0.562118,7,11,0,1.0
pair,HOC_EFE,B - FINE,800,18,63.395062,64.344136,-0.949074,6.196347,-0.649831,0.524486,0.569509,-0.153167,7,10,1,1.0
pair,HOC_EFE,B - FINE,1500,18,64.259259,65.933642,-1.674383,7.642597,-0.929501,0.365641,0.380763,-0.219086,8,9,1,1.0
pair,HOC_EFE,B - FINE,3000,18,66.242284,65.617284,0.625,7.416818,0.357519,0.725104,0.864161,0.084268,8,7,3,1.0
pair,HOC_EFE,B - FINE,4000,18,67.770062,66.234568,1.535494,6.363881,1.023675,0.320336,0.218014,0.241283,10,7,1,1.0
pair,HOC_EFE,B - FINE,avg,18,65.416667,65.532407,-0.115741,3.665282,-0.133972,0.894998,0.981103,-0.031578,8,9,1,1.0
pair,HOC_EFE,A - B,800,18,59.313272,63.395062,-4.08179,7.439867,-2.327672,0.032536,0.061104,-0.548638,5,12,1,1.0
pair,HOC_EFE,A - B,1500,18,64.421296,64.259259,0.162037,7.494741,0.091726,0.927988,0.958699,0.02162,10,6,2,1.0
pair,HOC_EFE,A - B,3000,18,65.285494,66.242284,-0.95679,5.360313,-0.757291,0.459244,0.417114,-0.178495,7,11,0,1.0
pair,HOC_EFE,A - B,4000,18,65.748457,67.770062,-2.021605,6.909918,-1.241251,0.231368,0.204749,-0.292566,7,9,2,1.0
pair,HOC_EFE,A - B,avg,18,63.69213,65.416667,-1.724537,3.697761,-1.978654,0.064291,0.03849,-0.466373,4,14,0,1.0
pair,HOC_SPS,A - FINE,800,18,64.722222,68.942901,-4.220679,7.231351,-2.476277,0.024088,0.022622,-0.583664,4,12,2,1.0
pair,HOC_SPS,A - FINE,1500,18,70.841049,70.015432,0.825617,5.703598,0.614138,0.547256,0.585438,0.144754,9,8,1,1.0
pair,HOC_SPS,A - FINE,3000,18,70.794753,71.25,-0.455247,6.678368,-0.28921,0.775918,0.84965,-0.068167,8,9,1,1.0
pair,HOC_SPS,A - FINE,4000,18,71.682099,71.527778,0.154321,7.024682,0.093204,0.926831,0.905689,0.021968,9,8,1,1.0
pair,HOC_SPS,A - FINE,avg,18,69.510031,70.434028,-0.923997,3.569772,-1.098162,0.287445,0.28649,-0.258839,7,10,1,1.0
pair,HOC_SPS,B - FINE,800,18,67.546296,68.942901,-1.396605,5.980192,-0.99082,0.335668,0.355487,-0.233538,9,8,1,1.0
pair,HOC_SPS,B - FINE,1500,18,71.882716,70.015432,1.867284,5.256498,1.507128,0.150135,0.147777,0.355233,10,4,4,1.0
pair,HOC_SPS,B - FINE,3000,18,72.368827,71.25,1.118827,4.302121,1.103359,0.285246,0.417114,0.260064,9,9,0,1.0
pair,HOC_SPS,B - FINE,4000,18,70.625,71.527778,-0.902778,4.389274,-0.872618,0.39503,0.328982,-0.205678,6,8,4,1.0
pair,HOC_SPS,B - FINE,avg,18,70.60571,70.434028,0.171682,1.67454,0.434976,0.669051,0.798706,0.102525,9,9,0,1.0
pair,HOC_SPS,A - B,800,18,64.722222,67.546296,-2.824074,7.126534,-1.681256,0.110991,0.154045,-0.396276,5,13,0,1.0
pair,HOC_SPS,A - B,1500,18,70.841049,71.882716,-1.041667,5.290287,-0.835383,0.415089,0.364392,-0.196902,7,9,2,1.0
pair,HOC_SPS,A - B,3000,18,70.794753,72.368827,-1.574074,5.991476,-1.114622,0.280523,0.223609,-0.262719,6,10,2,1.0
pair,HOC_SPS,A - B,4000,18,71.682099,70.625,1.057099,5.762513,0.778287,0.447098,0.419267,0.183444,11,6,1,1.0
pair,HOC_SPS,A - B,avg,18,69.510031,70.60571,-1.095679,3.215162,-1.445828,0.166409,0.212143,-0.340785,9,9,0,1.0
pair,HOC_SAA,A - FINE,800,18,64.992284,71.396605,-6.404321,5.252971,-5.172546,7.6e-05,0.000107,-1.219181,2,16,0,0.032128
pair,HOC_SAA,A - FINE,1500,18,74.467593,73.194444,1.273148,5.309983,1.017237,0.3233,0.299758,0.239765,10,6,2,1.0
pair,HOC_SAA,A - FINE,3000,18,73.757716,71.790123,1.967593,5.921611,1.409716,0.176656,0.228752,0.332273,10,8,0,1.0
pair,HOC_SAA,A - FINE,4000,18,74.807099,71.597222,3.209877,6.428177,2.11854,0.049161,0.060595,0.499345,11,6,1,1.0
pair,HOC_SAA,A - FINE,avg,18,72.006173,71.994599,0.011574,3.609304,0.013605,0.989303,0.865044,0.003207,9,9,0,1.0
pair,HOC_SAA,B - FINE,800,18,68.888889,71.396605,-2.507716,6.706457,-1.586432,0.131066,0.241557,-0.373926,7,9,2,1.0
pair,HOC_SAA,B - FINE,1500,18,75.493827,73.194444,2.299383,5.587373,1.745982,0.098858,0.213451,0.411532,10,6,2,1.0
pair,HOC_SAA,B - FINE,3000,18,74.050926,71.790123,2.260802,4.053419,2.366341,0.030104,0.034233,0.557752,13,5,0,1.0
pair,HOC_SAA,B - FINE,4000,18,73.001543,71.597222,1.404321,5.862998,1.016209,0.323776,0.300488,0.239523,9,7,2,1.0
pair,HOC_SAA,B - FINE,avg,18,72.858796,71.994599,0.864198,2.751997,1.332298,0.200348,0.17699,0.314026,10,7,1,1.0
pair,HOC_SAA,A - B,800,18,64.992284,68.888889,-3.896605,7.625504,-2.167974,0.044644,0.032859,-0.510996,4,13,1,1.0
pair,HOC_SAA,A - B,1500,18,74.467593,75.493827,-1.026235,5.4235,-0.802792,0.433176,0.407259,-0.18922,6,10,2,1.0
pair,HOC_SAA,A - B,3000,18,73.757716,74.050926,-0.29321,4.55487,-0.273111,0.788058,0.677534,-0.064373,6,10,2,1.0
pair,HOC_SAA,A - B,4000,18,74.807099,73.001543,1.805556,6.319063,1.212256,0.241994,0.26545,0.285732,9,7,2,1.0
pair,HOC_SAA,A - B,avg,18,72.006173,72.858796,-0.852623,3.521348,-1.02727,0.318689,0.369217,-0.24213,6,12,0,1.0
pair,HOC_SFE,A - FINE,800,18,68.156722,67.596879,0.559842,7.238131,0.328152,0.746804,0.303795,0.077346,12,6,0,1.0
pair,HOC_SFE,A - FINE,1500,18,69.762517,68.179012,1.583505,4.973977,1.350678,0.194505,0.275377,0.318358,10,7,1,1.0
pair,HOC_SFE,A - FINE,3000,18,71.174554,68.602538,2.572016,6.061108,1.800354,0.089574,0.098994,0.424348,10,5,3,1.0
pair,HOC_SFE,A - FINE,4000,18,71.492627,68.751715,2.740912,7.590716,1.531964,0.143929,0.162322,0.361087,10,6,2,1.0
pair,HOC_SFE,A - FINE,avg,18,70.146605,68.282536,1.864069,4.347184,1.819241,0.086533,0.089767,0.428799,11,7,0,1.0
pair,HOC_SFE,B - FINE,800,18,68.509945,67.596879,0.913066,7.512963,0.515617,0.612763,0.495079,0.121532,12,6,0,1.0
pair,HOC_SFE,B - FINE,1500,18,68.886317,68.179012,0.707305,5.261048,0.570388,0.575877,0.585859,0.134442,9,8,1,1.0
pair,HOC_SFE,B - FINE,3000,18,69.619342,68.602538,1.016804,5.761039,0.748812,0.464206,0.865044,0.176497,8,10,0,1.0
pair,HOC_SFE,B - FINE,4000,18,70.275206,68.751715,1.523491,5.060737,1.27721,0.218697,0.186722,0.301041,9,7,2,1.0
pair,HOC_SFE,B - FINE,avg,18,69.322702,68.282536,1.040166,3.027309,1.457748,0.163136,0.148393,0.343594,10,7,1,1.0
pair,HOC_SFE,A - B,800,18,68.156722,68.509945,-0.353224,5.567555,-0.269167,0.791041,0.393076,-0.063443,5,11,2,1.0
pair,HOC_SFE,A - B,1500,18,69.762517,68.886317,0.8762,6.182535,0.601275,0.555591,0.69772,0.141722,9,7,2,1.0
pair,HOC_SFE,A - B,3000,18,71.174554,69.619342,1.555213,5.392551,1.223578,0.237801,0.275579,0.2884,10,7,1,1.0
pair,HOC_SFE,A - B,4000,18,71.492627,70.275206,1.217421,5.469416,0.944357,0.358217,0.452405,0.222587,11,5,2,1.0
pair,HOC_SFE,A - B,avg,18,70.146605,69.322702,0.823903,3.082386,1.134031,0.27252,0.196388,0.267294,11,7,0,1.0
pair,WFE_WAA,A - FINE,800,18,60.686728,59.66821,1.018519,7.543748,0.57282,0.574266,0.568497,0.135015,8,7,3,1.0
pair,WFE_WAA,A - FINE,1500,18,61.17284,60.933642,0.239198,8.895755,0.11408,0.910511,1.0,0.026889,8,7,3,1.0
pair,WFE_WAA,A - FINE,3000,18,63.595679,62.955247,0.640432,6.092727,0.445962,0.661253,0.517486,0.105114,10,6,2,1.0
pair,WFE_WAA,A - FINE,4000,18,60.902778,63.896605,-2.993827,6.497413,-1.954891,0.067243,0.055515,-0.460772,6,10,2,1.0
pair,WFE_WAA,A - FINE,avg,18,61.589506,61.863426,-0.27392,4.482797,-0.259245,0.798559,0.758181,-0.061105,8,9,1,1.0
pair,WFE_WAA,B - FINE,800,18,58.45679,59.66821,-1.21142,4.359067,-1.179064,0.254612,0.255442,-0.277908,7,10,1,1.0
pair,WFE_WAA,B - FINE,1500,18,64.158951,60.933642,3.225309,7.070515,1.935336,0.069763,0.068808,0.456163,10,5,3,1.0
pair,WFE_WAA,B - FINE,3000,18,62.708333,62.955247,-0.246914,6.832688,-0.153317,0.879954,1.0,-0.036137,8,9,1,1.0
pair,WFE_WAA,B - FINE,4000,18,64.807099,63.896605,0.910494,5.95047,0.649175,0.524899,0.477228,0.153012,9,8,1,1.0
pair,WFE_WAA,B - FINE,avg,18,62.532793,61.863426,0.669367,3.344374,0.849153,0.407596,0.407574,0.200147,9,7,2,1.0
pair,WFE_WAA,A - B,800,18,60.686728,58.45679,2.229938,4.911959,1.92608,0.070985,0.064639,0.453981,11,5,2,1.0
pair,WFE_WAA,A - B,1500,18,61.17284,64.158951,-2.986111,6.303286,-2.009904,0.060586,0.039123,-0.473739,2,11,5,1.0
pair,WFE_WAA,A - B,3000,18,63.595679,62.708333,0.887346,6.837433,0.5506,0.589071,0.501376,0.129778,10,6,2,1.0
pair,WFE_WAA,A - B,4000,18,60.902778,64.807099,-3.904321,8.129854,-2.037507,0.057475,0.061395,-0.480245,4,13,1,1.0
pair,WFE_WAA,A - B,avg,18,61.589506,62.532793,-0.943287,4.440234,-0.90131,0.380016,0.522614,-0.212441,8,10,0,1.0
pair,WFE_EPS,A - FINE,800,18,61.026235,62.53858,-1.512346,6.66154,-0.963192,0.348953,0.522256,-0.227026,7,10,1,1.0
pair,WFE_EPS,A - FINE,1500,18,60.902778,62.160494,-1.257716,4.827609,-1.105317,0.284421,0.319474,-0.260526,5,10,3,1.0
pair,WFE_EPS,A - FINE,3000,18,62.299383,59.166667,3.132716,6.136723,2.165812,0.044833,0.068976,0.510487,11,4,3,1.0
pair,WFE_EPS,A - FINE,4000,18,61.79784,59.529321,2.268519,6.737101,1.428583,0.17124,0.190909,0.33672,10,5,3,1.0
pair,WFE_EPS,A - FINE,avg,18,61.506559,60.848765,0.657793,3.204894,0.870787,0.396001,0.898575,0.205246,10,8,0,1.0
pair,WFE_EPS,B - FINE,800,18,62.268519,62.53858,-0.270062,4.87858,-0.234858,0.817124,0.722414,-0.055357,7,10,1,1.0
pair,WFE_EPS,B - FINE,1500,18,63.950617,62.160494,1.790123,5.641269,1.346302,0.195883,0.142133,0.317326,11,6,1,1.0
pair,WFE_EPS,B - FINE,3000,18,60.084877,59.166667,0.91821,4.356029,0.894309,0.383644,0.325465,0.210791,9,7,2,1.0
pair,WFE_EPS,B - FINE,4000,18,61.473765,59.529321,1.944444,6.348087,1.299538,0.211107,0.232885,0.306304,10,5,3,1.0
pair,WFE_EPS,B - FINE,avg,18,61.944444,60.848765,1.095679,2.804842,1.657338,0.115789,0.12928,0.390638,9,8,1,1.0
pair,WFE_EPS,A - B,800,18,61.026235,62.268519,-1.242284,7.351543,-0.716933,0.48315,0.522614,-0.168983,8,10,0,1.0
pair,WFE_EPS,A - B,1500,18,60.902778,63.950617,-3.04784,5.257847,-2.45935,0.024934,0.031708,-0.579674,4,12,2,1.0
pair,WFE_EPS,A - B,3000,18,62.299383,60.084877,2.214506,6.65107,1.412608,0.175817,0.212143,0.332955,12,6,0,1.0
pair,WFE_EPS,A - B,4000,18,61.79784,61.473765,0.324074,5.719398,0.240398,0.812897,0.865044,0.056662,9,9,0,1.0
pair,WFE_EPS,A - B,avg,18,61.506559,61.944444,-0.437886,4.035415,-0.460372,0.651083,0.670525,-0.108511,8,10,0,1.0
pair,WFE_EFE,A - FINE,800,18,61.512346,61.226852,0.285494,8.697708,0.139261,0.890881,0.698056,0.032824,9,7,2,1.0
pair,WFE_EFE,A - FINE,1500,18,61.064815,58.364198,2.700617,7.651612,1.497429,0.152619,0.212143,0.352948,11,7,0,1.0
pair,WFE_EFE,A - FINE,3000,18,62.307099,60.949074,1.358025,6.104154,0.943884,0.358452,0.306038,0.222475,10,5,3,1.0
pair,WFE_EFE,A - FINE,4000,18,63.626543,61.265432,2.361111,7.069623,1.416956,0.174562,0.147042,0.33398,10,5,3,1.0
pair,WFE_EFE,A - FINE,avg,18,62.127701,60.451389,1.676312,4.269809,1.665646,0.114103,0.081429,0.392596,13,5,0,1.0
pair,WFE_EFE,B - FINE,800,18,60.864198,61.226852,-0.362654,6.98081,-0.220406,0.82818,0.652645,-0.05195,8,9,1,1.0
pair,WFE_EFE,B - FINE,1500,18,62.037037,58.364198,3.67284,5.652388,2.756806,0.013474,0.016669,0.649785,13,4,1,1.0
pair,WFE_EFE,B - FINE,3000,18,60.979938,60.949074,0.030864,6.106756,0.021443,0.983142,0.84965,0.005054,7,10,1,1.0
pair,WFE_EFE,B - FINE,4000,18,62.083333,61.265432,0.817901,6.355391,0.546003,0.592158,0.740122,0.128694,10,7,1,1.0
pair,WFE_EFE,B - FINE,avg,18,61.491127,60.451389,1.039738,3.017215,1.462021,0.161976,0.196388,0.344602,12,6,0,1.0
pair,WFE_EFE,A - B,800,18,61.512346,60.864198,0.648148,9.881056,0.278296,0.784142,0.798706,0.065595,10,8,0,1.0
pair,WFE_EFE,A - B,1500,18,61.064815,62.037037,-0.972222,7.065288,-0.58381,0.567014,0.507144,-0.137605,9,8,1,1.0
pair,WFE_EFE,A - B,3000,18,62.307099,60.979938,1.32716,7.503059,0.750449,0.463245,0.355487,0.176883,11,6,1,1.0
pair,WFE_EFE,A - B,4000,18,63.626543,62.083333,1.54321,4.175885,1.567879,0.135334,0.064603,0.369553,12,5,1,1.0
pair,WFE_EFE,A - B,avg,18,62.127701,61.491127,0.636574,3.143103,0.859264,0.402149,0.228752,0.20253,11,7,0,1.0
pair,WFE_SPS,A - FINE,800,18,65.655864,68.834877,-3.179012,8.613336,-1.565875,0.135802,0.118239,-0.36908,5,10,3,1.0
pair,WFE_SPS,A - FINE,1500,18,70.540123,68.171296,2.368827,5.948038,1.689647,0.109349,0.11398,0.398254,11,5,2,1.0
pair,WFE_SPS,A - FINE,3000,18,71.373457,67.638889,3.734568,6.172245,2.567045,0.019995,0.018497,0.605058,14,2,2,1.0
pair,WFE_SPS,A - FINE,4000,18,71.435185,68.248457,3.186728,7.367578,1.835087,0.084052,0.107015,0.432534,10,7,1,1.0
pair,WFE_SPS,A - FINE,avg,18,69.751157,68.22338,1.527778,4.390583,1.476299,0.158147,0.196388,0.347967,10,8,0,1.0
pair,WFE_SPS,B - FINE,800,18,64.606481,68.834877,-4.228395,5.776494,-3.105614,0.006427,0.00769,-0.732,4,14,0,1.0
pair,WFE_SPS,B - FINE,1500,18,69.853395,68.171296,1.682099,5.110189,1.396532,0.180522,0.324654,0.329166,9,7,2,1.0
pair,WFE_SPS,B - FINE,3000,18,69.737654,67.638889,2.098765,7.145598,1.246125,0.229618,0.134275,0.293714,12,5,1,1.0
pair,WFE_SPS,B - FINE,4000,18,69.776235,68.248457,1.527778,5.064938,1.279742,0.217826,0.233381,0.301638,11,5,2,1.0
pair,WFE_SPS,B - FINE,avg,18,68.493441,68.22338,0.270062,3.128755,0.366208,0.718728,0.966118,0.086316,8,10,0,1.0
pair,WFE_SPS,A - B,800,18,65.655864,64.606481,1.049383,8.101517,0.549546,0.589778,0.776297,0.129529,8,9,1,1.0
pair,WFE_SPS,A - B,1500,18,70.540123,69.853395,0.686728,6.561063,0.444066,0.662596,0.701881,0.104667,10,8,0,1.0
pair,WFE_SPS,A - B,3000,18,71.373457,69.737654,1.635802,7.463381,0.92989,0.365445,0.567153,0.219177,9,7,2,1.0
pair,WFE_SPS,A - B,4000,18,71.435185,69.776235,1.658951,6.899112,1.020179,0.321943,0.32473,0.240459,12,6,0,1.0
pair,WFE_SPS,A - B,avg,18,69.751157,68.493441,1.257716,4.42906,1.204779,0.244794,0.442299,0.283969,10,8,0,1.0
pair,WFE_SAA,A - FINE,800,18,61.983025,63.67284,-1.689815,8.563575,-0.837183,0.414105,0.522431,-0.197326,7,10,1,1.0
pair,WFE_SAA,A - FINE,1500,18,69.490741,67.384259,2.106481,6.308504,1.416666,0.174645,0.265851,0.333911,9,7,2,1.0
pair,WFE_SAA,A - FINE,3000,18,68.850309,66.319444,2.530864,5.388955,1.99251,0.062624,0.036117,0.469639,12,4,2,1.0
pair,WFE_SAA,A - FINE,4000,18,67.716049,66.296296,1.419753,7.931996,0.759393,0.458019,0.209164,0.178991,10,7,1,1.0
pair,WFE_SAA,A - FINE,avg,18,67.010031,65.91821,1.091821,3.707514,1.24941,0.228445,0.297469,0.294489,10,7,1,1.0
pair,WFE_SAA,B - FINE,800,18,63.125,63.67284,-0.54784,5.690652,-0.408439,0.68805,0.716837,-0.09627,7,9,2,1.0
pair,WFE_SAA,B - FINE,1500,18,68.966049,67.384259,1.58179,5.468297,1.22725,0.236453,0.380294,0.289266,8,9,1,1.0
pair,WFE_SAA,B - FINE,3000,18,68.611111,66.319444,2.291667,6.142457,1.582871,0.131876,0.117942,0.373086,10,5,3,1.0
pair,WFE_SAA,B - FINE,4000,18,68.063272,66.296296,1.766975,4.401551,1.703182,0.106745,0.123244,0.401444,12,5,1,1.0
pair,WFE_SAA,B - FINE,avg,18,67.191358,65.91821,1.273148,2.243692,2.40742,0.027707,0.049309,0.567434,10,7,1,1.0
pair,WFE_SAA,A - B,800,18,61.983025,63.125,-1.141975,8.858782,-0.546914,0.591545,0.442299,-0.128909,7,11,0,1.0
pair,WFE_SAA,A - B,1500,18,69.490741,68.966049,0.524691,5.976221,0.372489,0.714132,0.794389,0.087797,8,9,1,1.0
pair,WFE_SAA,A - B,3000,18,68.850309,68.611111,0.239198,6.310043,0.160828,0.874125,0.931942,0.037907,8,7,3,1.0
pair,WFE_SAA,A - B,4000,18,67.716049,68.063272,-0.347222,6.26917,-0.234982,0.81703,0.924756,-0.055386,7,7,4,1.0
pair,WFE_SAA,A - B,avg,18,67.010031,67.191358,-0.181327,3.964233,-0.194062,0.848428,0.553756,-0.045741,7,10,1,1.0
pair,WFE_SFE,A - FINE,800,18,60.381516,61.158265,-0.776749,7.357651,-0.447897,0.659883,0.740122,-0.10557,8,9,1,1.0
pair,WFE_SFE,A - FINE,1500,18,63.765432,62.240226,1.525206,6.662703,0.971212,0.345059,0.417114,0.228917,11,7,0,1.0
pair,WFE_SFE,A - FINE,3000,18,66.350309,62.676612,3.673697,8.100671,1.92406,0.071254,0.062496,0.453505,11,5,2,1.0
pair,WFE_SFE,A - FINE,4000,18,65.458676,62.73834,2.720336,5.44455,2.119809,0.04904,0.064748,0.499644,10,5,3,1.0
pair,WFE_SFE,A - FINE,avg,18,63.988983,62.203361,1.785622,3.889687,1.947652,0.068166,0.089767,0.459066,12,6,0,1.0
pair,WFE_SFE,B - FINE,800,18,61.110254,61.158265,-0.048011,5.323365,-0.038264,0.969923,0.842147,-0.009019,8,7,3,1.0
pair,WFE_SFE,B - FINE,1500,18,63.708848,62.240226,1.468621,4.597651,1.355221,0.193082,0.204673,0.319429,8,8,2,1.0
pair,WFE_SFE,B - FINE,3000,18,64.915981,62.676612,2.239369,5.376213,1.767199,0.09514,0.135209,0.416533,10,7,1,1.0
pair,WFE_SFE,B - FINE,4000,18,64.139232,62.73834,1.400892,6.389329,0.93022,0.365279,0.255509,0.219255,11,6,1,1.0
pair,WFE_SFE,B - FINE,avg,18,63.468579,62.203361,1.265218,3.478558,1.543129,0.141209,0.154045,0.363719,12,6,0,1.0
pair,WFE_SFE,A - B,800,18,60.381516,61.110254,-0.728738,5.727503,-0.539812,0.596328,0.517205,-0.127235,6,10,2,1.0
